ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
1178,"Estoy harto de esta App , simplemente una basura me ha dejado en aprietos en varias ocasiones , con su mensaje se ha presentado un problema intentelo mas tarde 😡 . Mejoren ese problema por que genera incomodidad. Muchas veces no cargo efectivo por que supestamente esta App me permite facilitar los pagos pero me dejado episodios lamentables desinstalado e instalando la app siempre el mismo 😡😡😡.",not_applicable,"Múltiples aprietos sin efectivo + reinstalaciones inútiles"
1179,"Quiero pagar mis servicios y cuando ingreso a la app. no me deja entrar, sale que mi contraseña es incorrecta, probé cambiando mi contraseña y cuando vuelvo a ingresar me aparece lo mismo, ahora por tantos intentos de ingresar a la app. mi cuenta está bloqueada temporalmente. Arreglen ese error.",authenticity,"Contraseña cambiada pero marca incorrecta + bloqueado temporal"
1180,"BCP es tiempo de un cambio, con la última actualización me queda por hacerles una sugerencia amistosa, unanse a Plin, dejen de perder el tiempo con su área de Sistemas; un día no ingresa porque indica actualización y no aparece la opción de actualizar en Play, al siguiente indica que: ""Hubo inconvenientes""; transferir dinero no es un juego ni una aplicación así tiene que ser el taller de prácticas de alguien, únanse a Plin así los clientes no perdemos el tiempo y ustedes dinero.",not_applicable,"BCP únase PLIN - transferir dinero no es juego"
1181,"Las ultimas actualizaciones estan muy mal en que sentido. El sentido de que los numeros no se intercambian siempre aparecen en el mismo lugar y eso hace mas facil a los delicuentes poder entrar a nuestro yape y poder robarnos. Porfavor que se cambien de lugar los numeros como antes es una opinion, ojala puedan tomar las cartas y hacerlo gracias.",confidentiality,"Números fijos últimas actualizaciones facilitan robo delincuentes"
1182,"Tmr ya lo pueden habilitar ..Tmr todo bien l aplicación pero cuando la aplicación entra a mantenimiento deben de enviar una notificación para prevenir ..... Ahora mi caso es que toda mi plata lo tengo en mi yape y ahora entro y me dice que está en mantenimiento no se pasen pws .... No tengo nada para volver a casa ptmr poco a poco está perdiendo su categoría para la otra cuando entra en mantenimiento avisen y así uno previene ...",accountability,"Todo dinero YAPE + mantenimiento sin aviso - sin dinero casa"
1183,"La verdad es muy deficiente en cuanto a la accesibilidad: tube muchísimos problemas al validar mis datos cuando quiero crear mi cuenta yape. UF es insoportable ya que como persona con discapacidad visual no es nada fácil tomarme una foto; creo yo que deberían implementar más formas de validar la identidad, por ejemplo a través de la huella digital.",authenticity,"Discapacidad visual: foto insoportable + sugerencia huella digital"
1184,"Se me bloqueó el yape y tuve que llamar por teléfono, primero al banco donde me dijeron que tenía que hacerlo mediante la web de Yape, y tuve que intentarlo muchas veces y nadsa, llamé nuevamente al banco para que me dieran un número de teléfono para llamar y me dijeron que Yape era una empresa aparte y que no atendían por teléfono. Después de dos días, me dijeron que tenía que desafiliarme y volverme a afiliar, lo que me costó tres días más sin poder usarlo. Ahora sale actualizar y no se puede",accountability,"Bloqueado: banco→web→2 días→desafiliar→3 días + actualización falla"
1185,"No sirve esa aplicación Me dice Error cuando quiero registrarme Vuelve en 24 horas eso Me indica no se les recomiendo. Tunqui funciona Mejor. Asi es que cambien de aplicación. Es un Fraude de parte del Banco de crédito del Perú. Haci que no se juega con los usuarios. Es más esa Aplicación pesa mucho ocupa Mucho espacio en tu teléfono celular que Muy bien podrías aprovechar ese espacio en otras aplicaciones más importantes que te sirven de mucha utilidad y sacarle provecho.",not_applicable,"Error 24h registro + TUNKI superior - BCP fraude"
1186,"Yape si bien es una herramienta útil, muchas veces, roba se cobra pero no solo no se registra en tu aplicativo si no que tampoco en el de la persona y por si fuera poco tampoco en la cuenta directa y a mi me ha pasado varias veces, como aplicativo para trasferencia no lo recomiendo, y mejor es plin al menos ahí si sale si has hecho el pago aun después.",integrity,"Múltiples veces: roba/cobra sin registros app/persona/cuenta - PLIN superior"
1187,"Debido a que ya en varias ocaciones que me yapean abro mi cuenta para verificar y solo hay la mitad de lo que deberia tener, no es la primera vez y estuve indagando motivo alguno pero a las otras personas se les descuenta el dinero enviado, y en mi historial aprece que recibo el dinero, pero solo tengo una parte y no todo completo, asi ya va desapareciendo mas de 70 soles. Tendre que proceder de otra manera debido a esta incoherencia sistematica que no me dan solución tampoco por telefono.",integrity,"Varias ocasiones: recibe mitad yapeos + 70 soles desaparecidos"
1188,"No puedo instalar la aplicación cambie de celular y ahora no me permite, ya intente varias veces y nada, como se puede solucionar, no e tenido problemas antes, uso mucho el yape y estoy perdiendo muchas ventas así como para poder hacer pagos, también apague y prendí el celular y nada, me sale comentario vuelva intentar y llevo 2 días",not_applicable,"Cambio celular: 2 días sin instalar + perdiendo ventas"
1189,"Por favor cambien la última actualización qué hicieron, está terrible! Los números donde hay que poner la clave de ingreso ya no salen en aleatorio, luego el cuadro de escaneo es muy pequeño y varias veces me ha pasado que no quiere escanear los códigos QR lo cuál lo pone a uno en apuros algunas veces",confidentiality,"Última actualización: números no aleatorios + QR pequeño falla"
1190,"Son casi 4 días qué me han estado pagando con yape y mo figura ni el 50% del saldo que debería haber, ni tampoco las notificaciones es muy deplorable como esta el aplicativo y para variar el banco no se hace cargo de esos montos porque se los devuelve al que yape y al final el perjudicado es uno porque no se recibe el pago qué debería haber",integrity,"4 días: 50% saldo falta + banco devuelve yapeos - perjudicado final"
1191,"En mi opinión, es muy bueno pero.. lo malo que en estos momento trato de abrir la aplicación y no se puede abrir solo carga y no se por que se a llegado a poner así ya que antes la aplicación estaba normal alguna solución que me puedan brindar ya que esta a si más de tres semana...?",not_applicable,"3+ semanas solo carga sin abrir - antes normal"
1192,"En verdad es una aplicación muy útil y está más optimizada que al principio con muchas opciones muy buenas para los usuarios y facilitan el pago de cualquier servicio solo tengo un reclamo y quisiera que lo puedan resolver en este preciso momento en que dejo este comentario siendo las 3:50 am. No puedo pagar con yape y me veo obligado a pagar en físico lo cual se me dificulta en ocasiones ya que no suelo llevar conmigo efectivo quisiera que lo resuelvan por favor",not_applicable,"3:50am no paga servicios - obligado efectivo"
1193,"Pésima aplicación mejor uso plin. Cada vez más pesan las actualizaciones, demora en abrir, en caso de borrar y volver instalar pide a cada rato detección de rostro, cuando antes no pedía eso, solo código. Borren esa porquería de yape!! . Usen plin o falabella es mil veces mejor",authenticity,"PLIN/Falabella superiores + rostro constante vs código antes"
1194,"Muy buena la app , salva de apuros económicos cuando uno se queda sin efectivo . Pero desde hace 1 mes que no puedo usarla . Al momento de confirmar el yapeo me sale un mensaje que dice .: tuvimos un inconveniente con u o de los bancos por favor inténtalo mas tarde .",not_applicable,"1 mes sin usar - inconveniente bancos confirmar yapeo"
1195,"La aplicación es genial, pero desde la última actualización todo está mal siempre me sale error de conección y cuando quiero yapear servicos me sale que tienen problemas y lo están resolviendo. Una pasa pero hace dos días me sale cada vez que quiero pagar servicios o transferencia.",not_applicable,"Última actualización: error conexión + 2 días servicios/transferencias"
1196,"Muy mala aplicación, además de estar por meses intentando afiliarme, hay gente que está disconforme con la aplicación por la poca eficacia de la misma Que lastima que una idea tan buena como la de tener una app para hacer pagos con un registro únicamente con el DNI, termine en el tacho por no darle la importancia y el desarrollo debido Tienen el Feedback suficiente como para ponerle más empeño a seguir mejorando este servicio.",not_applicable,"Meses afiliarse + idea DNI buena desperdiciada sin desarrollo"
1197,"He usado Yape por mucho tiempo y me encanta, pero por la nueva actualización no puedo ver los dígitos (el momento que te piden la clave para que puedas entrar). Me resulta incómodo tener que abrir en el icono de AYUDA y al volver, ya pueda visualizar los dígitos....creo que eso pasa en marca XIAOMI.",authenticity,"Nueva actualización: dígitos invisibles XIAOMI + workaround AYUDA"
1198,"La verdad la actualización de yape está súper mal. Ya que las notificaciones no me llegan a diario. Al ingresar a ajustes del aplicativo de yape acepto todas las condiciones y al aceptar las notificaciones solo me sale que 2 notificaciones por semana. Y eso estresa estar ingresando al aplicativo de YAPE para ver si te han yapeado ojalá aya una solución.",not_applicable,"Actualización: 2 notificaciones semana vs diarias + verificación manual"
1199,"Hace unos días me aparecio un mensaje diciendo algo así : cambiaste de número o de tarjeta, e ignore el mensaje y podía usar la app con normalidad, y ayer 18/06/20 se me cerro sola la aplicación y cuando quize volver a iniciar sesión, decía que iban a enviarme un código, o la opción llamada, y nunca me llamaron y no me llegó ningún código, seguí intentando y nada, espero arreglen eso o en el transcurso de las horas se solucione o que puedo hacer, espero su respuesta y una solución, gracias.",authenticity,"18/06/20: códigos/llamadas prometidas nunca llegaron"
1200,"Tengo problemas con la notificaciones no me llegan cuando me yapean muy a pesar de tener toda la configuración de mi teléfono activas y tengo que ingresar al aplicativo para ver si me realizaron o no las operaciones y eso genera pérdida de tiempo.... No hay solución está cada vez fatal 😠😠",not_applicable,"Notificaciones yapeos no llegan pese configuración + verificación manual"
