id,comentario,clasificacion_ISO_25010,banco
1743,"Por más que ya se realizó la actualización, me permite el ingreso una vez y luego sale el mensaje que debe de actualizar la aplicación de Play Store. Y no solo eso, también indica que se debe de activar el teléfono nuevamente para realizar transacciones. Una pena como malograron la aplicación.",not_applicable,INTERBANK
1744,"Seré sincero cosas que deben mejorar: El problema a la hora de pagar con plin en un mercado como tambo o listo no te llegan las claves numéricas, ese problema pasa a veces, pero siempre pasa los sábados en la noche, no confío en plin a esa hora y ese día mal servicio en ese tema. Ahora una cosa a agregar sería que nos den la opción de agregar una nota a cada pago para nosotros poder saber en qué se gasto cuando vemos nuestras compras pasadas ya que su descripción predeterminada es muy escasa",authenticity,INTERBANK
1745,"Por más de 7 años he sido cliente pero en este último año usar el app se a vuelto una situación terrible y horrible , una perdida de tiempo, cuando ingresas no responde, no se puede plinear, no muestra los pagos que realizas en el día, etc y desde hace unos días siempre sale el mensaje "" Algo salió mal estás trabajando en el inconveniente "" . Es increíble que no exista la inversión suficiente en brindar un app q satisfaga las necesidades de sus clientes.",accountability,INTERBANK
1746,"Por favor arreglen el problema de conexión de esta app, ayer hice un yape por medio de plin y me salia error de conexión cuando el yape si se había efectuado y no me dejaba hacer captura de pantalla a los movimientos para enviarle al destinatario que si se me había hecho el cobro. Me paso la otra vez que me salia error de coneccion y el plin se hizo 5 veces, arreglen ese error por favor, lo peor que ya no deja tomar captura de pantalla a los movimientos 😡",integrity,INTERBANK
1747,¿Como pueden arruinar algo que estaba trabajando sin problemas? . Esto de tener que desinstalar y volver a instalar la aplicación infinidad de veces es un infierno cuando uno necesita realizar pagos o transferencias al momento. ¿Les cuesta mucho leer las calificaciones para darse cuenta de esta falla que ya lleva días?,not_applicable,INTERBANK
1748,"Demaciado malo el servicio de plin. Se cae a cada rato. Ya en muchas ocasiones cuando uno va hacer un pago, no llega la clave dinámica, te dice que no está disponible o que está en mantenimiento intenta más tarde. Uno necesita hacer el pago al momento, ya muchas veces el mismo problema por horas.",authenticity,INTERBANK
1749,"Si pudiera le pongo menos, su clave dinamica siempre tiene problemas para aperecer cada que vez que tengo pagar por la app es un suplicio y ruego que me aparesca la maldita clave dinamica como ahora! por mas que estoy al dia en la actualizaciones. Desteto esta parte de la app no puedo pagar mucho con su app mala.",authenticity,INTERBANK
1750,"Ahora no funciona bien la aplicación, cuando abro la pantalla se pone en blanco y luego sale el mensaje ""no responde la aplicación"". Hace unos meses la aplicación funcionaba correctamente pero a finales de Junio que volví a utilizarla empezó a fallar. Utilizó un celular Android (Xiaomi).",not_applicable,INTERBANK
1751,"App muy inestable, no permite apagar y encender la tarjeta de crédito sobre todo cuando se está por pagar un consumo, el modo oscuro se desactiva constantemente. Ya probé reinstalándola, nada. Es sin duda la peor App bancaria, BBVA, SCOTIA Y BCP, en ese orden, la superan ampliamente.",not_applicable,INTERBANK
1752,"La aplicación estaba bien hasta que hicieron la última actualización, ponen su publicidad de seguro de manera constante, cuando uno está apurado para hacer una transferencia por más que pones el ícono de cerrar esa propuesta de seguro igual entras y es tedioso. Otra característica espantosa es que ya no se puede ver los movimientos que se han realizado en la cuenta, es complicado poner la parte de movimientos y después de luchar para acceder solo puedes ver las 3 últimas. Pésima experiencia.",accountability,INTERBANK
1753,"Me encantaba Interbank pero ya hace dos semanas que no puedo ingresar desde el app cuando lo actualizaron. Estuve con la cuenta bloqueada por una semanas sin motivo como si me hubiera equivocado de contraseña. Nada que solucionan el problema y felizmente puedo entrar desde la web, pero cada que intento entrar desde el app, me bloquea porque sí. He llamado cada día y no solucionan, fui al banco y dicen que ellos no ayudan con eso. Validaron datos, cambiaron clave y sigo sin poder usar la app.",authenticity,INTERBANK
1754,"La app es muy buena, pero no te muestra TODOS y cada uno de los movimientos que realizas con tu tarjeta o tu cuenta. A veces no recuerdo en qué gasté el dinero y no aparecen movimientos como el retirar dinero del cajero, transferencia, uso de Plin, etc. Y eso realmente es preocupante. En todo lo demás excelente app, super rápida y eficiente pero urge que resuelvan eso. Apps como la del BBVA y BCP te indican cada pequeño movimiento y eso da seguridad.",accountability,INTERBANK
1755,"El peor aplicativo de banca por internet. No actualicen a esta versión que es un dolor de cabeza, en lugar de agilizar trámites los complica. Es lenta en cargar, en usar plin, en hacer transferencias, mas pasos para usar la alcancía, no permite digitar montos correctamente. En definitiva es poco amigable y la experiencia de usuario baja. Regresen a la anterior versión que permitía hacer gestiones rápidamente y hasta visualmente era mejor.",not_applicable,INTERBANK
1756,"Tengo un xiaomi 13 Lite y me pide el app para poder transferir tomar foto de mi cara con la cámara frontal. Lo hago y la cámara no toma foto y dicho sea de paso el celular es nuevo y no tiene ningún defecto, pero el aplicativo está asociado a mi número , pero insisten en la foto y no puedo hacer nada !!! Tengo que entrar a banca por internet y todas las transferencias tienen fecha de pago Diferido!!!",authenticity,INTERBANK
1757,"Señores, últimamente pésima y un desastre su aplicación, no se pueden realizar con rapidez las transferencias, ya que arroja que tienen inconvenientes, y eso me ha costado dinero, ya que en su plineo, es lo mismo, hice una transferencia por plin, y me arrojó el error, tuve que cancelar en efectivo, y oh sorpresa, a los minutos ya habían descontado de mi cuenta. Ni para reclamar, porque el consumo lo hice en un establecimiento lejano. Arreglen su porquería. Agradezcan que no se pueda poner 0.",integrity,INTERBANK
1758,"No solamente complicaron las funciones que iban bien y rápidas, ahora son más pasos por ejemplo para sacar o poner en la alcancía, entre otras operaciones, además que diario no puedo ingresar o en las noches o en las mañanas, siempre el mensaje de: Lo Sentimos... Es demasiado desesperante y pueden pasar un par de horas... Pésimo todo!",not_applicable,INTERBANK
1759,"Se me cuelga constantemente la app. Cuando deseo plinear se cuelga y cuando no se cuelga me sale un mensaje que ha ocurrido un error y que lo intente más tarde y una vez a las quinielas me deja, me permite una solo vez y luego ya no. Llamé como 3 veces al call por ayuda y siempre me dicen que borre temporales, desinstalar y volver a intentar y así tengo que estar cada vez que quiero utilizarla.",not_applicable,INTERBANK
1760,"La nueva actualización ha sido una tonteria, ahora no me permite ingresar a la app con la huella, cambié de número y lo actualice, es más, las claves dinámicas para hacer un transferencia, me llegaban al nuevo número que actualice, ahora me aparece el número antiguo que tenia y tendré que ir al banco a solicitar actualización de datos cuando ya lo habia realizado hace mu ho tiempo y se hizo, deben corregir ese inconveniente, antes no tenía ningún problema.",authenticity,INTERBANK
1761,"Terrible diseño de la última actualización de la APP. Todo el fondo es demasiado blanco, muy dificil de ver, parece que te ciega tanto blanco, ademas de haber complicado la forma de establecer el facil acceso en el diseño de cada función. No entiendo porque la cambiaron, esta nueva versión es poco amigable con el usuario, es una lástima. Actualmente, no puedo hacer ningún tipo de transacción por ""Plin"", se congela la app, inmediatamente intento agregar el número o el contacto a transferir.",not_applicable,INTERBANK
1762,"La aplicación viene fallando hace un par de meses, solía ser una de las mejores, pero últimamente no me permite realizar transferencias ni plinear por que nunca carga la clave dinámica, es muy fastidioso e incómodo, otras veces me indica que la aplicación no responde y tengo que reiniciar. Solía ser mi banco principal pero debido a lo sucedido me tengo que respaldar con otros bancos.",authenticity,INTERBANK
1763,"La aplicación está fallando mucho, no me apareció la constancia en la pantalla cuando realicé un plin porque me apareció una ventana de error y sin embargo me descontaron el monto, encima ni al correo electrónico me llegó la constancia. A parte tienen un pésimo servicio porque el bot ni los asesores contestan para poder dar una solución. Pésimo servicio.",integrity,INTERBANK
1764,"La app ha mejorado mucho, pero desde la última actualización han hecho que el acceso automático con huella sea más lento al primero tener que seleccionar una opción, para que tengo que seleccionar una opción antes si de igual manera me van a pedir la huella luego? estaba más rápido cuando abrirás la aplicación y ya podías poner tu huella.",not_applicable,INTERBANK
1765,"Desde las últimas actualizaciones la aplicación está horrible!!! Con esta última actualización, cada vez que entro al aplicativo, me pide que desinstale e instale la app, tengo que hacerlo cada vez que entro, que tontería. Si van a estar haciendo actualizaciones constantemente al menos déjenlo funcional ya que es casi imposible utilizarla!!!",not_applicable,INTERBANK
1766,"Terrible actualización de APP, en lugar de mejorar el servicio han empeorado. Se pueden realizar operaciones solo cuando el APP quiere, se cuelga o dice fuera de servicio intenta en 30min. No guarda datos, tengo que ingresar mi tarjeta cada vez que quiero entrar al APP. Estoy evaluando cambiar de banco principal solo por este motivo, ya voy semanas con varios inconvenientes por este tema.",not_applicable,INTERBANK
1767,"La app se la actualizó el enemigo, un desastre, entras en un bucle de pantallas y pantallitas tratando de que funcione. En el banco los que atienden no la conocen, saben menos que el cliente. Interbank: son unos mediocres e incompetentes. Si van a hacer una actualización tan radical por lo menos tendrían que capacitar al personal para que ayude al cliente. Tuve que ir dos veces al banco y llamar tres veces para lograr que me funcione la app Tiempo que no me enojaba tanto",not_applicable,INTERBANK
1768,"Está la última versión por lo que veo, pero no la actualizaré. Porque la última actualización que hicieron no es nada amigable, antes yo presumía de que Interbank tenía la mejor app. Las constancias de pago eran buenísimas. Ahora se ve muy común y eso que no he explorado toda a gran magnitud. Viendo las opiniones de los demás no actualizaré, esperando que puedan mejorarla y consideren nuestras opiniones. Gracias",not_applicable,INTERBANK
1769,"Tener cuidado cuando hacen compras online xq si hay retención x cualquier problema no verás en ningún lado donde quedó esa transacción sino hasta 2 o 3 semanas después, cuando uno ya se olvidó. No cuesta nada mostrar la transacción con una pequeña nota de retención* También como los bancos americanos o europeos deberían agregar una columna donde sea visible el saldo efectivo tras un depósito o después de un retiro (o retención). Fácil",accountability,INTERBANK
1770,"Con esta última actualización, tengo que instalar y desinstalar constantemente la aplicación, me sale el error de que: ""No es posible ingresar a tu app"", antes no era así, pésima la actualización, una completa pérdida de tiempo, ahora desinstalo y vuelvo a instalar y es lo mismo porque vuelve a botar el mismo error, que porquería.",not_applicable,INTERBANK
1771,"Al momento de hacer una transferencia me pidió actualizar la app, lo hice y desde entonces no puedo hacer ninguna transferencia ni pago, he intentado de todo, borrar datos, reinstalar, llamar al banco, etc. sin resultados, la app simplemente se cierra cuando hago click en operaciones, se que no es una falla generalizada pero igual malaso que una actualización dejé la app inservible en algunos celulares...",not_applicable,INTERBANK
1772,"No me deja entrar a la APP hace dos días, pésimo servicio!, Muy lenta, y cuando haces alguna transferencia a veces dicen que no se descuentan y te jalan el dinero, si no pueden mantener una app en orden deben quitarla, lo único que hacen es estresar a sus usuarios con la lentitud y no poder pagar nada.... Más lo que paran en mantenimiento, que asco de aplicación.",integrity,INTERBANK
1773,"Para realizar un plin es bien complicado, si busco algún contacto de manera rápida la app se cierra, a parte ese anuncio de ""para ti"" impide realizar las operaciones rápidas como un plin exponiendonos a cualquier riesgo inseguro. Lo bueno parece que lo quitaron, como es ""mis finanzas"" el cual me ayudaba a mejorar y ahorrar. Regresenlo y arreglen los errores.",not_applicable,INTERBANK
1774,"La app no inicia sesión y no hay forma de saber a qué se debe el error. Mucho menos tener una respuesta cuando ocurre en fin de semana. Decepcionante servicio de Interbank, acaso el equipo de programadores, que imagino se encarga de esta app, puede permitirse estos errores que perjudican al usuario. No tengo como pagar o hacer transferencias urgentes. Mal servicio.",not_applicable,INTERBANK
1775,"No puedo ingresar a mi cuenta de Interbank en Perú a través de este aplicativo, como que se bloqueó, estoy en Europa y el número telefónico internacional que dan solo sirve para EEUU y Canadá. Traté de comunicarme por facebook y quieren todos mis datos incluso privados y eso es un riesgo, por whatsApp envías el msj y te hacen esperar de 2 a 3 horas, obviamente tú ya estás en otras cosas y se comunica alguien que solo te da tres minutos de tiempo y te corta. Es horrible.",not_applicable,INTERBANK
1776,"La aplicación antes era buena pero la malograron. Agregaron la opción de apagar, pero hay que salir de la app para que funcione, eso es molesto. El pop up azul de publicidad es demasiado intrusivo, es difícil de cerrar y se abre cada vez que quiero ver mis cuentas o tarjetas. Tampoco me gusta nada que ahora se muestran muy pocos movimientos por pantalla, estaba mucho mejor como antes.",accountability,INTERBANK
1777,"Que estupidez de aplicación, hice un reclamo porque no ingreso el abono de una transacción, envié las capturas de pantalla de mi estado de cuenta, donde se mostraban que en la fecha no había ningun ingreso, ahora ya no puedo hacer capturas de pantalla y por arte de magia, ahora sí puedo visualizar el depósito, y aún así mis números no cuadran.",accountability,INTERBANK
1778,"La aplicación es buena. Sin embargo deberían mejorar la herramienta smart: que vaya acorde a tu período de facturación y no mensual, para que así permita realizar un correcto análisis de tus gastos. Adicional a esto, hubo un tiempo donde en la barra de línea de credito se visualizaban los consumos que estaban pendientes de cargo, esa visualización era bastante útil, deberían volverla a habilitar.",not_applicable,INTERBANK
1779,"Terrible, yo que trabajo con 500+ contactos no puedo usar el servicio de Plin porque al solo querer cargar los contactos se cuelga y se cierra la aplicación. Con las versiones antiguas era mejor, si demoraba en cargar pero al menos hacía el trabajo. Pensé que con ésta actualización mejoraría pero está igual. Malísimo. otro detalle es esos anuncios que al darle X de todas formas te lleva al enlace y es una perdida de tiempo.",not_applicable,INTERBANK
1780,"Cada actualizacion es peor que la anterior , en bien de mejorar empeora, por ejemplo, No puedo activar las notificaciones de la app , y ya me contacte para que me den solucion pero mis palabras van al vacio, ahora ya no puedo pagar por plin, a parte la app no lee los codigo QR, A veces pago con tarjeta y no me la valida la tarjeta , otro problemas que es lento y lo peor ya no puedo hacer casi ninguna operacion bancaria por que no me llega la clave dinamica. INTERBANK no sirve para mi👎👎👎",authenticity,INTERBANK
1781,"Le daría 5 estrellas pero ya hace 2 semanas que no veo mis productos (tarjeta de crédito y extracash) no hay ninguna actualización de la app desde que me sale así al ingresar a la aplicación, por ese motivo no puedo visualizar mi tarjeta de crédito y nada más que mi cuenta de ahorros. Espero que sea algo de momento y pueda visualizar mis productos ya que sin visualizar no me deja realizar los pagos desde la app.",not_applicable,INTERBANK
1782,"no soy de hacer estás cosas, es la primera vez que lo hago de hecho desde ya hace un tiempo vengo presentando un pequeño problema, y es que cada vez que quiero hacer alguna operación con plin ya sea una recarga o pagará algún servicio, no se realiza la operación además cuando pago con tarjeta siempre me sale retenido el dinero, ya me metió en problemas en 2 tiendas, asumían que era un estafador",integrity,INTERBANK
1783,"Solicito por favor que cada vez que uno quiera ""apagar las Tarjetas"" no se tenga que salir de la app, es verdaderamente incómodo y molestoso el realizarlo. Porque en otras app de entidades financieras más práctico. Además dicha opción no debería ser solo para las tarjeta de crédito sino también para nuestras tarjetas de débito. De manera que no solo se impediría las compras por internet y las operaciones en cajeros, sino que también se impediría los pagos en POS y equipos con NFC",not_applicable,INTERBANK
1784,¡Pésimo que no se pueda ver las operaciones que uno realiza con la tarjeta junto con los movimientos de transferencias! No se notifica en la app y no notifican al correo. Pueden hacer un mal cobro y uno no se entera hasta después. Urgente mejorar eso. También lo de separar PLIN o hacerlo más accesible porque lo ponen debajo de la publicidad y demora demasiado en abrir y cargar.,accountability,INTERBANK
1785,"Deberían regresar al antiguo diseño, y por favor al momento de ingresar pedir también el número de tarjeta, ayuda mucho con la seguridad, ya que hace falta la tarjeta física para poder acceder y/o al menos saberla de memoria. Ayudaría al posibles robos virtuales, al momento que te roben el celular. Antes pedían el número de tarjeta, no sé por qué eliminaron esa solicitud de dato.",resistance,INTERBANK
1786,"Cuando se actualizo el app se borró todos mis datos, fue un dolor de cabeza volver a configurar y ahora no me permite pagar cuentas de otros bancos, me aparece un mensaje indicando que no cuento con una cuenta activa. Llamo a su banca telefónica y me dice ""que raro, si debería y eso es todo"" mi calificación es por su poca proactividad en la solución del problema y en lo tedioso que resulta la actualización del app.",not_applicable,INTERBANK
1787,"El sistema es un asco, las transferencias tardan una eternidad. Tengo que actualizar tres veces la clave dinámica para que recién se envíe. La actualizé, la desinstalé y la volví a instalar. Ni siquiera en los agentes te resuelven el problema de la clave dinámica. Tampoco el plin funciona bien. Una decepción, desde antier me sale que no puedo hacer ningun retiro o transferencia, que van a resolver el problema y sigue igual. Siempre dice tener un problema de conexión.Pésimo servicio de interbank.",authenticity,INTERBANK
1788,"Desde hace un mes presenta problemas para ingresar, ni con huella digital, ni clave. Es rarisimo que entre normal y no esté lento. Siempre actualizo a las últimas versiones y no mejora, tengo un celular de gama alta con Internet 5g y es el único app que falla siempre. Consulto con otros compañeros y no presentan problemas tan seguidos como yo en otras apps de bancos. Genera demasiado malestar. Ya he desinstalado la app varias veces por si mejora, pero nada",authenticity,INTERBANK
1789,"No merece ni 1 estrella, que asco de aplicativo. Al ingresar lo primero que ocupa la mitad de la pantalla es su publicidad. Y ahora no permite captura de pantalla, eso es por seguridad vaya pretexto de mier... para hacer la captura me manda a un explorador, ustedes son unos genios no puedo hacer la captura de pantalla en su App pero si quiero hacerlo tengo que iniciar sesion en un explorador web",not_applicable,INTERBANK
1790,"Malograron la APP. La anterior versión era más dinámica. Por otro lado, la nueva versión necesita una mayor velocidad de Internet para funcionar. Por ejemplo en Iquitos donde el Internet es malísimo (el peor del Perú) la versión anterior entraba sin ningún problema y las veces que querías, sin embargo, esta nueva de 10 intentos solo 1 vez",not_applicable,INTERBANK
1791,"Estoy teniendo problemas con la app, no quiere abrir, después de múltiples intentos logra abrir pero se ralentiza, queda cargando buen tiempo y para cualquier movimiento que quiera hacer, pasa lo mismo, a veces queda congelada, no puedo ver saldos, movimientos, nada...😣 O la mejoran o perderán clientes, entre ellos, yo.",not_applicable,INTERBANK
1792,"Cero estrellas. Visualizo en mi estado de cuenta dobles cobros por un monto por una compra en más de una, ahora no sé si en verdad se hizo el cobro doble por dichas operaciones o es que está fallando el app, hay otros cobros que no salen en mi estado de cuenta... No cuadra mi saldo con los últimos depósitos hechos a mi cuenta como si me estuvieran extrayendo dinero. Llamo y espero y espero y nunca me atienden... Estoy muy molesta, al parecer poco les importa.",integrity,INTERBANK
1793,"Buena app, muy útil. Recomendaría que se puedan nombrar las transacciones y así poder tener una referencia del concepto del gasto. También pediría que los retiros por agente IBK se puedan visualizar en los gastos de Mis Finanzas y así poder ver una fiable adherencia a mi presupuesto. 31/03/2023: Pésima actualización, la interfaz no es intuitiva, muchos pasos para mandar dinero a la alcancía, antes solo bastaba con poner el monto y deslizar. Debería haber la opción de etiquetar el plineo.",not_applicable,INTERBANK
1794,"También me gustaría que le añadan las agencia de viajes igual que yape para poder comprar desde el aplicativo los pasajes. También después de la actualización comenzaron a salir mensajes de error y de que plin dejo de funcionar deben solucionar eso ahora, aplicación no es tan rápida como antes por favor arregle esas cosas y añanda la función de comprar los pasajes de viaje en el aplicación. Gracias 🙂",not_applicable,INTERBANK
1795,"Intento abrir el aplicativo y me pide cambio de clave y para ello debo tomarme una foto, trato de hacerlo y se cierra solo y todo vuelve a iniciar, encima aparece que ya superé los intentos y que se bloqueó por mi seguridad. Yo sé mi clave, pero esta actualización es mala y se cierra cuando se intenta completar los pasos solicitados. Muy mal por parte del grupo interbank. Estoy perdiendo un día por el bloqueo automático del App.",authenticity,INTERBANK
1796,"A los desarrolladores, la clave digital me llega después de dos horas, ya reinstale la aplicación como 5 veces , borre el caché y la memoria pero aún así nada, llame al banco y me indicaron que era problema del proveedor del sistema y que lo solucionarían en 24 horas y nada , no puedo hacer ninguna transacción transferencia ni ver mi clave de tarjeta, ya que la clave digital no llega al instante como suele pasar con Yape o BBVA, que sus claves llegan en segundos,si toman importancia en el caso.",authenticity,INTERBANK
1797,"La nueva Actualización demora una eternidad en abrir, cuando está en la página principal para colocar la contraseña se cierra el aplicativo. He tenido que instalar y desinstalar 4 veces sin éxito alguno. Ahora me dicen que van a corregir esos errores con una nueva actualización, pero no tienen fecha exacta. Osea que para usar el app hasta la nueva actualización, tengo que desinstalar e instalar en cada operación que quiero hacer!!!",not_applicable,INTERBANK
1798,Acaban de actualizar y está peor que la porquería anterior. ES UN ASCO Y SE VOLVIÓ INÚTIL. Antes no era buena pero ahora definitivamente es peor. Hay que entrar a la web para ver los consumos hechos en las tarjetas pues esta basura de app no los muestra. El boton del cerdo estorba. El deslizamiento invertido es muy confuso y bastante molesto. Regresen las cosas como estaban!!!,accountability,INTERBANK
1799,"La aplicación funcionaba bien pero hace 3 días no me permite ingresar, cada vez que hago el intento me sale error de la aplicación y me hace cerrarla, lo peor que ne la banca por Internet solo esta habilitado el modo transferencia. Llamo al canal telefónico y lo único que me dicen es que recetearon mi aplicación y nada.",not_applicable,INTERBANK
1800,"Al inicio excelente, hacia todos mis pagos desde la app, pero este año 2021 me está andando muy mal, no me reconoce el código de suministro diciendo que no hay deuda cuando si la hay y habiendo llegado la factura hace más de 5 días, también para recargar mi celular a veces no hay sistema, y para varios pagos más dice que a ocurrido un error. Espero lo solucionen por qué antes me iba de maravilla y ahora me deja mucho que desear... Gracias",not_applicable,INTERBANK
1801,"Una reverenda porquería! No puedo ingresar a ver mis cuentas porque te manda directo al play store a desinstalar y volver a instalar la app. Es una pérdida de tiempo. Aparte, que es demasiado lentaaaa. De mal en peor. Solucionen de inmediato con todo lo que cobran, pueden contratar alguien capacitado.",not_applicable,INTERBANK
1802,"Desde que actualizaron la aplicación tengo problemas para acceder, inclusive llame para recibir ayuda por parte de ibk y me salen diciendo que la aplicación estará habilitado en 3 días y que viene fallando para algunos usuarios. Ya pasaron 5 días y sigo con los mismos problemas. Es lamentable está situación ya que la versión anterior era una aplicación muy potente a comparación de esta nueva. Rollback.",not_applicable,INTERBANK
1803,"Increíble el nivel de mediocridad de este aplicativo, desde su última actualización. Ya perdí la cuenta de las veces que he tenido que desinstalarlo e instalarlo. Se demora una eternidad para entrar y cuando por fin se logra el acceso, se cierra intempestivamente. Con esto, que confianza se puede tener en este banco, si ni siquiera pueden ofrecer un eficiente?",not_applicable,INTERBANK
1804,"Cada vez que quiero realizar un pago por plin demora en cargar y se cierra automáticamente la aplicación, hasta 15 veces seguidas e pasado por lo mismo, se supone que debe ser una ayuda para realizar un pago ante un apuro, muchas veces e tenido que dejar lo que Hiba a comprar por el simple hecho que la aplicación se cierra cada vez que pongo la opción de pagar por plin. Una desgracia sinceramente.",not_applicable,INTERBANK
1805,"No puedo activar mis notificaciones de consumo que realizo con mi tarjeta de credito, ya hice el reclamo hace mas de un año y hasta ahora nunca me solucionaron el problema, creo que voy a tener que dar de baja mi tarjeta, por el tema de transparencia con sus servicios de mantener notificado al cliente en caso de consumos dobles, no reconocidos o excesivos de algunos establecimientos!! da mucho que pensar",accountability,INTERBANK
1806,"Con la actualización me di cuenta que había movimientos fraudulentos, ya se había actualizado según yo y hoy me soy cuenta qué hay cobros de diferentes empresas, entré a la nueva interfaz y está horrible primero no encontraba la información básica y segundo las opciones hay qué buscarlas, cuando antes era fácil. Pésima decisión del banco.",resistance,INTERBANK
1807,"La aplicación no es mala, pero sería bueno que desdén la app pueda Desactivar o Activar mis tarjetas de Débito como en otros bancos, por seguridad. Solo te deja hacerlo con las tarjetas de Crédito, pero en donde tenemos nuestros ahorros es la de débito, y es la más vulnerable, espero tomen en cuenta mi sugerencia. Gracias.",resistance,INTERBANK
1808,"Ya estoy cansado, además que no muestran todas la operaciones y cuando lo hacen tardan más de un día en mostrarlo, recibo 100, en el historial sale que recibo los 100, pero mágicamente solo tengo 95, y ni si quiera se dignan a decir en que operación se resto la diferencia, cada que reviso siempre faltan soles. Mala atención, y mala aplicación.",accountability,INTERBANK
1809,"Desde hace 6 últimas actualizaciones se demora en abrir la app y más aún luego de colocar la clave. En total aprox de 3 minutos. Además en la parte de pago de servicios se demora aproximadamente 2 minutos para aparecer la lista de servicios posibles de pagar. Por último agreguen más opciones de pago como lo tiene su competidor Yape. Ahora además de esto, no abre, no se puede compartir los recibos de pagos porque se cuelga. Por último, no reconoce N suministros a pesar que sí hay deuda para pagar",not_applicable,INTERBANK
1810,"No puede ser lo están haciendo más difícil, antes se podía ver todas las cuentas en la app, ahora solo lo de la tarjeta afiliada a esta app, y ahora como pudo realizar el pago de mi tarjeta de crédito si antes lo hacía con la de Visa tampoco puedo ver mi depósito de AFP, nos están obligando a ir al banco? Que pasa con ustedes en estos momentos se les ocurre hacer estos cambios, SOLICIONEN ESTE PROBLEMA POR FAVOR",accountability,INTERBANK
1811,"Vaya lastre de aplicación, ni actualizando deja de tener errores clamorosos como por ejemplo darle click a PLINEAR y que la app se cierre y se cierre aunque lo intentes mil veces; posiblemente en mi otro dispositivo irá bien o muy bien...PERO POR COMODIDAD Y LOS VARIADOS MOMENTOS ME ES IMPOSIBLE USAR UN SÓLO DISPOSITIVO, dígase por tamaño o equis motivos. Ojalá cuando vuelvan a actualizar lo hagan para bien y no para EMPEORAR.",not_applicable,INTERBANK
1812,"Una porqueria de App hace 2 días que me están bloqueando el ingreso y no es problema de datos, primero no podía hacer la transferencia. Elimino el aplicativo y lo vuelvo a instalar y sale su clásico mensaje: ""Por el momento no podemos atenderlo, estamos trabajando para poder ayudarte"" Y el afectado soy yo. Srs. De interbank. Preocúpense por hacer su App más eficiente!!!!",not_applicable,INTERBANK
1813,"Me gusta aunque... Mejoraría si fuese como yape. Que: Tiene el QR con solo abrir la App, que es facil repetir envío porque quedan todos los abonos en lista extendible y solo se toca y vuelve a yapear. En Interbank solo se visualiza 3 últimos. Que tiene notificación audible cuando uno recibe dinero. Todo esto hace más fácil y rápido su uso. Espero lo tomen en cuenta.",not_applicable,INTERBANK
1814,"Me gustaría hacerles saber a los encargados de las actualizaciones que esta última actualización que hicieron ha empeorado la app, demora mucho en entrar, a veces ni carga, solo se queda en una pantalla negra o blanca por muuuuucho rato, yo disfrutaba esta app porque me permitía usar plin de una manera fácil. Sin embargo, ahora estoy considerando dar de baja a mi cuenta de interbank debido a que se me dificulta el acceso.",not_applicable,INTERBANK
1815,"Hace horas que se cayeron todos los sistemas, app y web. No puedo comprar nada. Y en internet no existen noticias al respecto, y cuando encuentras algo, el link desaparece. Como si todo hubiese sido silenciado. Si al menos hubiese algún comunicado. No dar la cara no es buena señal, no demuestran fiabilidad.",resistance,INTERBANK
1816,"De verdad que todo lo que hacen con una mano, lo borran con la otra. Me pase al interbank porque me gustó el trato que tienen con el cliente, pero con el plin siempre hay algo malo. Ponen actualizaciones o mantenimiento a las 6 PM, hora en la cual la mayoria necesitamos el app para hacer transacciones o usar plin. Ya he pasado varias veces apuros por querer pagar una compra, un viaje en taxi o algo y me sale que o falla el plin o está en mantenimiento o necesitas actualizarlo justo a esa hora",not_applicable,INTERBANK
1817,"debería permitir manejar más de 1 sesión. esta bien lo del reconocimiento facial. pero una vez validada no debería volver a pedir una vez que logueas con otra cuenta. otro punto que veo es que 1 hora antes de las 10 pm que es el cierre de pago de otras entidades, coincidentemente presentan problemas para transferencias interbancarias inmediatas. me ha pasado 2 veces eso y recién se activa horas después de las 10pm y eso hace que mi pago de tarjetas se retrase",not_applicable,INTERBANK
1818,"La UI en general de la nueva versión de la app no tiene flechas atrás o ""X"" atrás retroceder o salir a la sección anterior de la app y la barra inferior de navegación de la app desaparece al entrar a distintas opciones de la app así que tampoco se puede usar como antes se hacía, esto lo hace menos intuitivo si usas tu celular con gestos como vienen default muchos celulas sin la barra inferior negra con el clásico cuadrado circulo triángulo.",not_applicable,INTERBANK
1819,"Lo que más me gustaba de esta app era su rapidez y eficiencia, ahora es un problema el PLIN, demora demasiado y se cuelga buscando a un contacto, soluciones!!! Ahora ni si quiera me envia la clave para confirmar el plin y después las ofertas o anuncios Por otro lado la aplicación es amigable pero con muchas fallas en su sistema, antes estaba muuuucho mejor. Arreglen esto ya!",authenticity,INTERBANK
1820,"Si pueden no usen el sistema de reembolso con la tarjeta de crédito, no te devuelven el dinero que pagaste. Al menos BCP si m devuelve los reembolsos en tarjetas de crédito. Tema aparte, también si una empresa te carga una compra, e La app no te deja cancelarla, los otros bancos si te dejan cancelar compras no deseadas.",integrity,INTERBANK
1821,"Problemas con la app, desapareció un sencillo que tuve dentro y la opción de ahorro no está. Cuando quiero ingresar a datos de mi tarjeta y me aparece una notificación diciendo que ""lo siento, no hemos podido realizar tu operación [...]"". Deben incluir también toda las transacciones que se hacer en la misma aplicación.",accountability,INTERBANK
