id,review,confidentiality,integrity,non_repudiation,accountability,authenticity,resistance,not_applicable
121,"Me gusta que la app use captchas dinámicos para prevenir ataques automatizados, aunque a veces son un poco molestos de resolver.",0,0,0,0,0,1,0
122,"La app maneja muy bien las interrupciones de conexión. Retoma exactamente donde lo dejé sin perder información cuando la señal vuelve.",0,0,0,0,0,1,0
123,"Sería útil si la app tuviera una opción para reportar intentos de phishing o estafas directamente. Así podríamos contribuir a mejorar la seguridad para todos.",0,0,0,0,0,1,0
124,"La app se bloquea constantemente en mi dispositivo antiguo. Entiendo la necesidad de actualizaciones de seguridad, pero deberían mantener cierta compatibilidad con versiones anteriores.",0,0,0,0,0,1,0
125,"Aprecio que la app limite automáticamente las transferencias cuando detecta actividad inusual. Me ha salvado de un par de intentos de fraude.",0,0,0,0,0,1,0
126,"La función de 'congelar tarjeta' instantáneamente es genial para prevenir el uso no autorizado si pierdo mi tarjeta. Responde muy rápido en situaciones de emergencia.",0,0,0,0,0,1,0
127,"La app maneja sorprendentemente bien las fluctuaciones de tipo de cambio durante operaciones internacionales. Nunca he tenido problemas incluso en momentos de volatilidad del mercado.",0,0,0,0,0,1,0
128,"Me gustaría que la app ofreciera más información sobre sus medidas de seguridad. Saber cómo me protegen contra ataques me daría más confianza al usarla.",0,0,0,0,0,1,0
129,"La velocidad de la app se mantiene constante incluso cuando estoy en áreas con mala cobertura. Es evidente que han optimizado bien el uso de datos.",0,0,0,0,0,1,0
130,"El proceso de verificación de identidad al abrir la cuenta a través de la app fue muy completo. Me da confianza saber que el banco se toma en serio la autenticación de usuarios.",0,0,0,0,1,0,0
131,"Me gusta que la app use reconocimiento facial para iniciar sesión, pero a veces falla en condiciones de poca luz. Sería bueno tener una opción de respaldo más confiable.",0,0,0,0,1,0,0
132,"La autenticación de dos factores es excelente para la seguridad, aunque puede ser un poco molesta cuando estoy apurado. Quizás podrían ofrecer la opción de recordar dispositivos de confianza.",0,0,0,0,1,0,0
133,"Aprecio que la app verifique mi identidad antes de realizar transacciones grandes. Me hace sentir que mi dinero está más seguro.",0,0,0,0,1,0,0
134,"El sistema de preguntas de seguridad para recuperar la cuenta es anticuado y fácil de adivinar. Deberían considerar métodos más modernos y seguros.",0,0,0,0,1,0,0
135,"Me encanta que la app use un token dinámico para operaciones en línea. Es mucho más seguro que las contraseñas estáticas.",0,0,0,0,1,0,0
136,"La opción de usar la huella digital para aprobar transferencias es muy conveniente y segura. Facilita mucho las operaciones diarias.",0,0,0,0,1,0,0
137,"Sería útil si la app ofreciera la opción de usar una llave de seguridad física (como YubiKey) para una capa adicional de autenticación.",0,0,0,0,1,0,0
138,"El proceso de cambio de contraseña es demasiado complicado. Entiendo la necesidad de seguridad, pero debería ser más ágil.",0,0,0,0,1,0,0
139,"Me gusta que la app envíe notificaciones cuando se inicia sesión desde un nuevo dispositivo. Me ayuda a estar alerta sobre posibles accesos no autorizados.",0,0,0,0,1,0,0
140,"La función de 'recordar usuario' es conveniente, pero me preocupa un poco la seguridad. Debería haber una advertencia clara sobre los riesgos de usarla en dispositivos compartidos.",0,0,0,0,1,0,0
141,"El uso de códigos QR para iniciar sesión en la versión web desde la app móvil es genial. Es rápido y evita tener que ingresar contraseñas en computadoras públicas.",0,0,0,0,1,0,0
142,"La app debería ofrecer la opción de usar un gestor de contraseñas para el inicio de sesión. Sería más seguro que pedirme que recuerde contraseñas complejas.",0,0,0,0,1,0,0
143,"Aprecio que la app requiera autenticación adicional para ver información sensible como el número completo de la tarjeta. Es un buen equilibrio entre seguridad y conveniencia.",0,0,0,0,1,0,0
144,"El límite de intentos fallidos de inicio de sesión es bueno para la seguridad, pero el proceso para desbloquear la cuenta es demasiado engorroso.",0,0,0,0,1,0,0
145,"Me gusta que la app ofrezca diferentes opciones de autenticación (huella, facial, PIN). Me permite elegir la que me resulta más cómoda y segura.",0,0,0,0,1,0,0
146,"Sería útil si la app permitiera crear perfiles de autenticación diferentes para distintos tipos de operaciones. No todas las transacciones requieren el mismo nivel de seguridad.",0,0,0,0,1,0,0
147,"La verificación por SMS para operaciones importantes es buena, pero a veces los mensajes tardan en llegar. Deberían considerar usar notificaciones push como alternativa.",0,0,0,0,1,0,0
148,"El proceso de recuperación de cuenta cuando olvido mi contraseña es demasiado largo y complicado. Entiendo la necesidad de seguridad, pero debería ser más eficiente.",0,0,0,0,1,0,0
149,"Aprecio que la app use cifrado de extremo a extremo para la autenticación. Me da confianza saber que mis credenciales están protegidas durante la transmisión.",0,0,0,0,1,0,0
150,"Hace como 3 meses se cayó el app, pide una actualización de datos y cuando la ingresas entra a un loop que te bota del app. Empezó en la última actualización que pidió. Al BN no le interesa btw... Actualización, años después vuelvo a necesitar usar el app y esta peor que nunca, ahora ni siquiera se queda abierta. Al intentar ingresar, se cierra automáticamente.",0,0,0,0,0,1,0
151,"Hola estimados programadores del banco de la nación, solucionen el problema de la pantalla congelada (no deja ingresar ninguna información) del aplicativo, estuvo funcionando normal, después de que desactivé la bola flotante de mi equipo, pero ahora a vuelto a no funcionar ni con la bola flotante activada ni desactivada, solucionen con una actualización por favor, todo el fallo de la pantalla congelada comenzó en agosto. Espero su pronta actualización extraordinaria. Gracias muy amable.",0,0,0,0,0,1,0
152,"Excelente servicio",0,0,0,0,0,0,1
153,"Excelente",0,0,0,0,0,0,1
154,"pésimo",0,0,0,0,0,0,1
155,"muy buena y rápida",0,0,0,0,0,0,1
156,"excelente, muy buen aplicación, que te permite hacer depósitos..entre otras opciones",0,0,0,0,0,0,1
157,"Si me gusta esta aplicación",0,0,0,0,0,0,1
158,"Efectiva",0,0,0,0,0,0,1
159,"Es una aplicacion fatal , deben dar debaja no lo recomiendo.",0,0,0,0,0,0,1
160,"Good",0,0,0,0,0,0,1
161,"se me hace deficil usar la aplicacion",0,0,0,0,0,0,1
162,"no tengo quejas de momento",0,0,0,0,0,0,1
163,"Muy mal",0,0,0,0,0,0,1
